Date,Week,Trap,Farm,Plant stage,Hemp type,person,Aeolothripidae,Thripidae,Syrphidae,Dolichopodidae,Tachinidae,Asylidae,Tephritoidea,Chloropidae,Agromyzidae,Cicadellidae,Membracidae,Cercopidae,Fulgoridae,Miridae,Aleyrodidae,Aphididae,Psyllidae,Anthocoridae,Nabidae,Chrysomelidae,Curculionidae,Other herb beetles,Coccinellidae,Staphylinidae,Lampyridae,Hym Parasitoids,Formicidae,Hym Pollinators,Other Hym,Chrysopidae,Arachnids,Tetranychidae,Pieridae,Gelechiidae,Other Moths,Noctuidae,Pirallidae,Glacillariidae,Scythrididae,Tineidae,Hesperidae,Other Lepidoptera,Acrididae,Grillidae,Dermaptera
August 19 - August 26,10,1,LazyMoon_CBD,Post_flowering,CBD,Michael Evans,1,35,1,50,13,0,0,48,1,72,0,0,4,1,17,16,0,0,0,17,0,5,6,2,0,153,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
August 19 - August 26,10,2,LazyMoon_CBD,Post_flowering,CBD,Michael Evans,1,22,0,37,5,0,0,4,1,55,0,0,0,1,12,11,0,1,0,16,0,1,2,0,0,91,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0
August 19 - August 26,10,3,LazyMoon_CBD,Post_flowering,CBD,Michael Evans,1,21,1,79,15,0,0,46,1,86,1,0,3,3,13,36,0,1,0,13,0,1,9,3,0,126,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
August 26 - September 2,11,1,LazyMoon_CBD,Post_flowering,CBD,Michael Evans,0,21,0,24,8,0,0,63,1,34,0,0,0,0,2,6,0,0,0,6,0,1,3,1,0,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August 26 - September 2,11,2,LazyMoon_CBD,Post_flowering,CBD,Michael Evans,0,8,1,54,111,0,0,58,3,73,0,0,1,3,8,35,0,0,0,10,0,1,3,2,0,86,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
August 26 - September 2,11,3,LazyMoon_CBD,Post_flowering,CBD,Michael Evans,0,14,0,19,4,0,0,35,0,13,0,0,1,1,5,5,0,0,0,12,0,0,0,0,0,103,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 2 - September 8,12,1,LazyMoon_CBD,Post_flowering,CBD,Michael Evans,0,4,2,111,18,0,0,32,3,52,0,0,2,2,8,7,0,2,0,9,0,2,0,0,0,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 2 - September 8,12,2,LazyMoon_CBD,Post_flowering,CBD,Michael Evans,0,10,0,24,5,0,0,9,1,14,0,0,0,1,1,7,0,0,0,12,0,0,1,1,0,61,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 2 - September 8,12,3,LazyMoon_CBD,Post_flowering,CBD,Michael Evans,0,9,0,26,4,0,0,4,0,91,0,0,1,0,8,18,0,2,0,18,0,0,3,1,0,107,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
September 9 - September 16,13,1,LazyMoon_CBD,Post_flowering,CBD,Michael Evans,0,5,3,38,9,0,0,40,1,18,0,0,0,0,0,11,0,0,0,6,0,2,1,0,0,104,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 9 - September 16,13,2,LazyMoon_CBD,Post_flowering,CBD,Michael Evans,0,16,4,19,15,0,0,26,0,28,0,0,0,0,0,14,0,0,0,17,0,1,0,0,0,162,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 9 - September 16,13,3,LazyMoon_CBD,Post_flowering,CBD,Michael Evans,2,5,1,87,32,0,0,38,0,187,0,0,1,3,27,24,0,2,0,25,0,3,1,1,0,231,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June 17 - June 24,1,1,Cedar_Meadows,Vegetative,Fiber,Jorge ,7,351,11,24,42,0,1,9,3,209,1,0,1,0,37,68,0,2,0,4,0,4,13,3,0,119,7,1,0,0,7,4,0,0,1,0,0,0,0,0,0,0,0,2,0
June 17 - June 24,1,2,Cedar_Meadows,Vegetative,Fiber,Michael Evans,4,440,9,218,142,0,0,2,5,168,1,0,0,10,32,45,0,4,0,4,0,4,50,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June 17 - June 24,1,3,Cedar_Meadows,Vegetative,Fiber,Michael Evans,2,377,5,28,86,0,0,0,11,212,4,0,1,4,46,45,0,6,0,8,0,5,36,3,0,97,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
June 24 - July 1,2,1,Cedar_Meadows,Vegetative,Fiber,Michael Evans,1,108,2,72,73,0,0,0,0,106,0,0,0,8,27,72,0,1,0,7,2,5,90,3,0,251,2,0,0,2,5,1,0,0,1,0,0,0,0,0,0,0,2,0,0
June 24 - July 1,2,2,Cedar_Meadows,Vegetative,Fiber,Michael Evans,0,184,0,33,30,0,0,0,4,175,0,0,0,2,15,19,0,1,0,13,0,3,61,2,0,173,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0
June 24 - July 1,2,3,Cedar_Meadows,Vegetative,Fiber,Michael Evans,0,35,0,36,15,0,0,0,4,44,0,0,0,5,1,30,0,0,0,18,0,3,48,2,0,141,13,0,1,1,16,3,1,0,2,0,0,0,0,0,0,0,1,8,0
July 1 - July 7,3,1,Cedar_Meadows,Vegetative,Fiber,Michael Evans,0,133,0,12,11,0,0,0,0,37,0,0,0,15,6,19,0,0,0,7,0,4,28,1,0,119,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
July 1 - July 7,3,2,Cedar_Meadows,Vegetative,Fiber,Michael Evans,0,36,0,14,10,0,0,0,0,14,0,0,0,36,1,4,0,0,0,16,0,2,10,2,0,85,5,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July 1 - July 7,3,3,Cedar_Meadows,Vegetative,Fiber,Michael Evans,4,259,0,20,7,0,0,0,0,39,0,0,0,21,4,6,0,1,0,10,0,4,12,0,0,76,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,2,0,0
July 7 - July 14,4,1,Cedar_Meadows,Vegetative,Fiber,Michael Evans,4,570,10,16,33,0,1,0,0,138,1,0,0,11,33,1,0,24,0,33,0,5,7,0,0,127,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,1,0,0
July 7 - July 14,4,2,Cedar_Meadows,Vegetative,Fiber,Michael Evans,1,221,0,6,8,0,3,0,0,49,1,0,0,92,13,0,0,5,0,25,0,4,12,2,0,98,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
July 7 - July 14,4,3,Cedar_Meadows,Vegetative,Fiber,Michael Evans,5,59,0,1,2,0,0,0,1,27,0,0,0,53,0,2,0,3,0,26,0,15,16,4,0,52,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July 14 - July 21,5,1,Cedar_Meadows,Flowering,Fiber,Michael Evans,3,129,4,6,27,0,1,2,2,54,0,0,0,38,23,4,0,24,0,19,0,2,5,1,0,95,0,0,2,0,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0
July 14 - July 21,5,2,Cedar_Meadows,Flowering,Fiber,Michael Evans,3,110,1,13,7,0,0,2,0,28,0,0,0,53,13,9,0,8,0,20,0,1,5,2,0,67,1,0,0,0,13,1,0,0,1,0,0,0,0,0,0,2,0,0,0
July 14 - July 21,5,3,Cedar_Meadows,Flowering,Fiber,Michael Evans,1,39,0,2,0,0,0,0,0,9,0,0,0,27,0,1,0,0,0,7,0,3,5,1,0,39,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July 21 - July 28,6,1,Cedar_Meadows,Flowering,Fiber,Michael Evans,0,24,0,7,31,0,1,17,2,29,0,0,0,56,8,6,0,10,0,7,1,2,2,1,0,103,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0
July 21 - July 28,6,2,Cedar_Meadows,Flowering,Fiber,Michael Evans,0,29,0,0,0,0,0,0,0,3,0,0,0,23,0,6,0,1,0,5,0,0,4,1,0,23,2,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0
July 21 - July 28,6,3,Cedar_Meadows,Flowering,Fiber,Michael Evans,0,78,2,17,33,0,0,0,0,39,0,0,0,35,33,32,0,11,0,19,0,1,1,4,0,40,0,0,0,0,5,3,0,0,2,0,0,0,0,0,0,0,0,3,0
July 28 - August 4,7,1,Cedar_Meadows,Flowering,Fiber,Michael Evans,4,35,2,21,35,0,0,7,1,32,0,0,0,81,69,14,0,8,0,5,0,4,6,1,0,120,3,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July 28 - August 4,7,2,Cedar_Meadows,Flowering,Fiber,Michael Evans,4,123,1,34,90,0,0,5,1,50,0,1,0,68,50,14,0,6,0,6,0,3,6,1,0,93,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August 4 - August 11,8,1,Cedar_Meadows,Post_flowering,Fiber,Michael Evans,1,38,9,36,131,0,0,4,1,46,0,0,0,36,298,8,0,6,0,3,0,9,5,0,0,85,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August 4 - August 11,8,2,Cedar_Meadows,Post_flowering,Fiber,Michael Evans,3,49,10,11,110,0,0,3,0,111,3,0,2,63,140,16,0,18,0,46,1,6,10,3,0,50,0,1,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
August 11 - August 16,9,1,Cedar_Meadows,Post_flowering,Fiber,Michael Evans,0,30,5,68,175,0,0,16,0,41,1,0,8,87,148,25,0,9,0,8,3,0,10,0,0,80,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
August 11 - August 16,9,2,Cedar_Meadows,Post_flowering,Fiber,Michael Evans,0,71,6,26,119,0,0,15,0,30,0,0,4,42,283,23,0,16,0,12,3,3,4,0,0,83,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June 16 - June 23,1,1,Shaffer_Farm_CBD,Vegetative,CBD,Michael Evans,10,245,12,68,37,0,0,7,2,273,1,0,9,29,45,21,0,0,0,18,0,8,9,1,0,142,0,0,1,1,3,1,0,1,6,0,0,0,0,0,0,0,4,0,0
June 16 - June 23,1,2,Shaffer_Farm_CBD,Vegetative,CBD,Jorge,20,196,15,31,34,0,2,35,13,294,0,0,7,14,46,54,0,0,0,28,3,12,10,0,0,140,1,1,3,0,2,0,0,3,0,1,0,1,3,1,9,0,0,0,0
June 16 - June 23,1,3,Shaffer_Farm_CBD,Vegetative,CBD,Jorge,2,70,5,64,13,0,0,3,7,393,0,2,1,23,20,59,1,0,0,39,0,5,2,1,0,114,5,4,1,0,1,0,0,2,0,2,0,0,0,0,2,0,1,0,0
June  23 - June30,2,1,Shaffer_Farm_CBD,Vegetative,CBD,Jorge,16,223,1,32,14,0,4,2,1,132,14,23,2,29,48,40,0,0,0,22,0,18,24,0,0,286,1,0,1,1,1,0,0,3,0,1,2,0,0,0,2,0,1,0,0
June  23 - June30,2,2,Shaffer_Farm_CBD,Vegetative,CBD,Jorge,5,206,11,50,5,0,2,0,2,221,1,3,2,18,21,92,0,0,1,23,4,3,14,2,0,121,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
June  23 - June30,2,3,Shaffer_Farm_CBD,Vegetative,CBD,Jorge,0,127,3,44,11,0,0,1,1,167,5,2,1,14,21,37,0,0,0,23,2,5,17,0,0,131,1,1,1,0,0,0,0,0,0,1,1,0,0,0,4,0,3,0,0
June 30 - July 8 ,3,1,Shaffer_Farm_CBD,Vegetative,CBD,Jorge,39,806,8,62,22,0,3,5,0,299,6,0,1,25,89,45,0,1,1,39,0,16,12,1,2,88,3,4,1,0,1,0,0,2,0,1,0,0,0,2,6,1,0,0,0
June 30 - July 8 ,3,2,Shaffer_Farm_CBD,Vegetative,CBD,Jorge,33,346,6,65,22,5,3,2,1,276,16,1,0,22,29,91,0,0,3,39,4,17,11,2,0,111,1,0,6,0,1,0,0,2,4,0,0,0,0,0,1,0,0,0,0
